"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood) [µmol/l]"
0,378,2.8274133
0,379,2.8150334
0,380,2.8027089
0,381,2.7904396
0,382,2.7782254
0,383,2.766066
0,384,2.7539613
0,385,2.7419107
0,386,2.7299142
0,387,2.7179716
0,388,2.7060823
0,389,2.6942465
0,390,2.682464
0,391,2.670734
0,392,2.6590564
0,393,2.6474311
0,394,2.635858
0,395,2.6243367
0,396,2.612867
0,397,2.6014488
0,398,2.5900815
0,399,2.5787652
0,400,2.5674996
0,401,2.5562844
0,402,2.5451195
0,403,2.5340047
0,404,2.5229397
0,405,2.511924
0,406,2.5009577
0,407,2.4900405
0,408,2.4791722
0,409,2.4683526
0,410,2.4575813
0,411,2.4468584
0,412,2.4361835
0,413,2.4255564
0,414,2.4149766
0,415,2.404444
0,416,2.3939586
0,417,2.38352
0,418,2.373128
0,419,2.3627827
0,420,2.3524835
0,421,2.3422303
0,422,2.3320231
0,423,2.3218615
0,424,2.3117452
0,425,2.3016741
0,426,2.2916484
0,427,2.2816672
0,428,2.2717307
0,429,2.2618384
0,430,2.2519906
0,431,2.2421868
0,432,2.2324266
0,433,2.2227104
0,434,2.2130373
0,435,2.2034075
0,436,2.1938205
0,437,2.184276
0,438,2.1747746
0,439,2.1653154
0,440,2.1558983
0,441,2.1465235
0,442,2.1371903
0,443,2.127899
0,444,2.118649
0,445,2.1094403
0,446,2.1002727
0,447,2.091146
0,448,2.08206
0,449,2.0730145
0,450,2.0640097
0,451,2.0550447
0,452,2.04612
0,453,2.0372348
0,454,2.0283895
0,455,2.0195835
0,456,2.0108168
0,457,2.002089
0,458,1.9934001
0,459,1.9847499
0,460,1.9761382
0,461,1.967565
0,462,1.9590299
0,463,1.9505328
0,464,1.9420736
0,465,1.9336522
0,466,1.9252682
0,467,1.9169215
0,468,1.908612
0,469,1.9003396
0,470,1.8921039
0,471,1.8839049
0,472,1.8757426
0,473,1.8676165
0,474,1.8595266
0,475,1.8514727
0,476,1.8434547
0,477,1.8354725
0,478,1.8275255
0,479,1.8196139
0,480,1.8117374
0,481,1.8038961
0,482,1.7960895
0,483,1.7883178
0,484,1.7805805
0,485,1.7728777
0,486,1.7652091
0,487,1.7575746
0,488,1.749974
0,489,1.7424073
0,490,1.7348741
0,491,1.7273744
0,492,1.7199081
0,493,1.7124751
0,494,1.7050749
0,495,1.6977078
0,496,1.6903733
0,497,1.6830715
0,498,1.675802
0,499,1.6685649
0,500,1.6613597
0,501,1.6541866
0,502,1.6470453
0,503,1.6399356
0,504,1.6328576
0,505,1.6258109
0,506,1.6187955
0,507,1.6118113
0,508,1.604858
0,509,1.5979357
0,510,1.591044
0,511,1.5841829
0,512,1.5773522
0,513,1.5705518
0,514,1.5637816
0,515,1.5570414
0,516,1.5503311
0,517,1.5436506
0,518,1.5369997
0,519,1.5303783
0,520,1.5237863
0,521,1.5172234
0,522,1.5106895
0,523,1.5041846
0,524,1.4977084
0,525,1.491261
0,526,1.4848422
0,527,1.4784517
0,528,1.4720896
0,529,1.4657557
0,530,1.4594498
0,531,1.4531717
0,532,1.4469216
0,533,1.4406991
0,534,1.434504
0,535,1.4283365
0,536,1.4221963
0,537,1.4160832
0,538,1.4099972
0,539,1.4039382
0,540,1.397906
0,541,1.3919004
0,542,1.3859214
0,543,1.3799688
0,544,1.3740424
